menu_start_game_0|Viking Conquest'e hoş geldiniz.
mno_choice_02_4nj|Ona asılmasını emrediyorum. Kimse kendi konumundan faydalanmamalıdır.
menu_event_03_juicio|İki adamı, aralarındaki anlaşmazlık hakkında karar vermek için çağırıyorsun. Birisi yerel bir şef, diğeri ise şefin tarlasını kiralayan çiftçi.^^Adam hasadın kötü gittiğini ve kirayı ödeyemediğini, bunun üzerine liderin kızını yatağına ve hizmetçi olarak evine aldığını söylüyor. Yerel lider {s4} içinde etkili birisi.
mno_choice_03_1nj|Çiftçiyi cezalandır. Lorduna kira ödemek zorundadır.
mno_choice_03_2nj|Yerel lideri cezalandır. Çiftçinin kızını almaya hakkı yok.
mno_choice_03_3nj|Soyluları öldür ve vergisini ödemediği için çiftçiyi orduna katılmaya zorla.
mno_choice_03_4nj|Soyluları haraç için telafi edin ve kızı geri gönderin.
mno_choice_03_5nj|Çiftçiye, tecavüze uğrayan kızı için vergi ödeyerek telafi et.
menu_farmer_attack_lord|Kararından tatmin olmayan çiftçi bıçağını çektiği gibi yerel şefin üzerine atlıyor ve adamların bir şey yapamadan onu öldürüyor. Sonra sana dönüp “adalet öyle değil böyle olur piç kurusu!” diyerek aynı bıçakla kendisini de öldürüyor.
mno_choice_03_1attackj|Devam.
menu_event_04_juicio|Bağlılık yemini etmiş adamlarından birisi sana yaklaşıyor. Sana, adamlar arasında büyük huzursuzluk olmasından korktuğunu söylüyor. Bunun nedeni olarak da çok hareketsiz olmanı ve senin hizmetinde pek fazla altın ve şan kazanılamamasını gösteriyor.
mno_choice_04_1nj|Adamlarına öde ve onlara yüzük ver.
mno_choice_04_2nj|Gitmek isterlerse adamlar yeminlerinden çıkarlar.
mno_choice_04_3nj|Sana yaklaşan adamı öldür ve artık bir ayaklanma konuşması olmayacağını belirtin.
mno_choice_04_4nj|Liderlik tarzını değiştireceğine söz ver.
menu_event_05_juicio|{s4}'{.de} bir adam önüne getiriliyor. Adamların krala, dolayısıyla sana vergi ödemeyi reddettiğini söylüyorlar. Adam tamamı son savaşlarda öldürülen oğullar krallık tarafından geri verilene kadar vergi ödemeyeceğini söylüyor.
mno_choice_05_1nj|Bu adam zaten yeterince kaybetti. Hayatı için vergilerini affet.
mno_choice_05_2nj|Eğer ödemezse bu adamı ölümle cezalandır.
mno_choice_05_3nj|Adamın çocuklarını öldürmen için bir wergild öde.
menu_nobody_want_paytax|Aniden, yasal otoriteni uyguladığın oda savaşta oğullarını kaybeden ve eşit davranılmak isteyenlerle doluyor.
mno_choice_05_2notaxj|Tazminat olarak insanlar arasında para torbaları dağıtın (2000 pening).
mno_choice_05_3notaxj|Bütün bu insanlar için paranız yokken, adamlarınızı kalabalığı dağıtmaya emrediyorsunuz.
menu_event_06_juicio|İki adam sana geliyorlar. Adamların, bu ikisinin birbirlerini öldürmeye hazır olduklarını söylüyorlar. Birisi diğerinin arazisinde olan ama yoldaki trafiği engelleyen birkaç meşeyi kesmiş.^^”O ağaçlar arabamın geçmesini zorlaştırıyorlardı!” diye bağırıyor birinci. “Sadece ağaçlardan bahsediyoruz. Bu davayı anlamıyorum!”^^”O ağaçlar benim arazimdeydiler, geçenlerde ölen babam dikmişti onları” diye bağırıyor öteki de.
mno_choice_06_1nj|Ağaçları kesen adam tazminat karşılığında diğer kişiye ödeme yapmalı.
mno_choice_06_2nj|Ağaçlar yolu engelledi. Kesilmeleri gerekiyordu.
mno_choice_06_3nj|Ağaçları kesen adam ötekine ve sana ceza olarak para vermelidir.
menu_event_07_juicio|Bu yılki hasat kötü olacağa benziyor, yani kışın çok açlık olacak. Ne yapalım?
mno_choice_07_1nj|Diğer yerlerden biraz tahıl vagonları satın alın. (1000 pening)
mno_choice_07_2nj|Başka bir yerde yiyecek almak için yeterli param yok.
mno_choice_07_3nj|Ürünlerine yeterince özen göstermedikleri için onlara doğru hizmet eder!
mno_choice_07_4nj|Sorunu hafifletmek için biraz tahıl satın alın. (500 pening)
menu_event_08_juicio|Yerel şeflerden birisi sana yaklaşarak, çok değer verdiği gayrı-meşru bir oğlu olduğunu ve onun senin kaptanların arasına katılmasını istediğini söylüyor. Çocuğu görmeyi kabul ediyorsun, zira bir soyluyu doğrudan reddetmek yakışıksız olacak. Çocuğu gördüğünde, pek savaşçı kumaşından olmadığını anlıyorsun. Bu tombul, gülümseyen genç karşısında ne yapacaksın?
mno_choice_08_1nj|Kaptanlarına katılmasına izin ver.
mno_choice_08_2nj|Anlaşmayı güçlendirmek için ödeme isteyin.
mno_choice_08_3nj|Reddet. Sadece en iyi kaptan hizmet edecek.
menu_event_09_juicio|Bir gün karşına iki öneri geliyor. Birisi Osberh adında eğitimli genç bir rahipten: {s4}'{.te} bir kilise inşa etmeyi öneriyor. Sana yeni şeyler öğreterek zekanı geliştirme sözü veriyor.^^Bunu duyan diğer adam önüne fırlıyor. İri kıyım, uzun sakallı bir savaşçı bu ve Osberh'i tamamen gölgede bırakıyor. Paranın bir eğitim kampı için kullanılmasının daha iyi olacağını söylüyor ve sana fiziksel maharetini artıracak bir numara öğretme sözü veriyor.
mno_choice_09_1nj|Osberh'in fikrini seç. Bir kılıcı kaldıramamak kimin umurunda! Zekanı geliştirmelisin.
mno_choice_09_2nj|Savaşçıyı seç. Gücünü geliştirmelisin, zeka zayıflar için.
mno_choice_09_3nj|Potansiyelimi en üst düzeye çıkarmak için her ikisini de seçeceğim. Büyük bir liderin hem bilgeliği hem de gücü vardır.
mno_choice_9_4nj|Hayır, reddediyorum.
menu_event_10_juicio|Geceleyin gökyüzünde parlayan bir ışık görülüyor. Ertesi gün herkes bu kehanet hakkında konuşuyor. {s4} ahalisi arasında bir kurban sunulması gerektiği yoksa ilahi bir öfkenin krallık üzerine çökeceği konusunda görüş birliği var. Hasat zamanı yaklaştığından hasır adam pratiği hız kazanıyor. Melek gibi bir kız buluyorlar ve hasat öncesine kadar ona yaşayan bir tanrıça gibi davranıyorlar. Aniden farkına varıyorsun ki asırlardır kaybolmuş gelenekler yeniden hayata dönmüş burada.
mno_choice_10_1nj|Kızın kurban edilmesine izin ver.
mno_choice_10_2nj|Kurbanı yasakla ve güvenliği sağlamak için kızı yanına al.
mno_choice_10_3nj|Bu seninkilerle ilgili değil.
menu_event_11_juicio|Bir haberci koşarak sarayına varıyor ve senden izin aldıktan sonra kötü haberleri vermeye başlıyor. “{reg59?Beyim:Hanımım}, yakınlardaki bir köy büyük tehlike altında! Ahali garip bir hastalığın pençesinde, güçlükle hareket ediyorlar, terliyor ve kusuyorlar ve ebe kadının buna karşı bir tedavisi yok. Yerel şef kimsenin dışarı çıkmasına izin vermiyor ve emirlerinizi bekliyor.”
mno_choice_11_1nj|Yeri karantinaya alın, ancak yardım etmek için en iyi alan doktorlarını gönderin! (500 pening)
mno_choice_11_2nj|Burayı karantinaya alın! Salgın bittiğinde hayatta kalanları inceleyeceğiz!
menu_event_12_juicio|İki rahibe sana yaklaşıyor. “{reg59?Beyim:Hanımım}, pek iyi gitmeyen bir doğum hadisesi var! Yapabileceğimiz her şeyi denedik ama belli ki genç kadın çocuk doğurmaya uygun değil. Kız önemli bir yerel lordun kızı. Ne yapabiliriz?
mno_choice_12_1nj|Millet, diz çökün ve dua etmeye başlayın!
mno_choice_12_2nj|Muhafızlar: Bana köyden bilge kadın getir, HEMEN!
menu_event_13_juicio|Bir gün, yakınlardan bir yerel soylu ilginç bir istekle sana geliyor. “Beyim, zor bir durumdayım. Tüm paramı düzgün malzemeler ve askerlerime harcadım ki size iyi hizmet edebileyim. Ama ilk kızım evlenmek üzere ve kocasına uygun bir drahoma yollayamıyoruz.”
mno_choice_13_1nj|Sadık hizmetiniz için bu gümüşü alın (800 pening).
mno_choice_13_2nj|Sana şimdi yardım edeceğim, ama bu son kez (400 pening).
mno_choice_13_3nj|Hayır, para biriktirmiş olmalısın!
menu_event_14_juicio|Bir gün, bir Hristiyan misyoner kapına geliyor. Çok hararetli birisi. “{reg59?Beyim:Hanımım}, harika haberlerim var! {s4}'{.te} şu anda Kudüs'ten dönmüş bir tüccar var ve bize Kutsal Haç'ın bir parçasını satmaya hazır. Böylesine değerli bir kutsal emanete sahip olma fırsatımız olduğuna inanamıyorum! Ve İsa'nın sözünü inananara yaymam için bu bana büyük bir yardım olacaktır!”
mno_choice_14_1nj|Sahte emanetler için ödeme yapmıyoruz!
mno_choice_14_2nj|Üzgünüm ama burası diğer tanrılara tapıyor. Paramı boşa harcamayacağım.
mno_choice_14_3nj|Gerçekten iyi bir teklif, ama ne yazık ki kasamızda o kadar çok yok.
mno_choice_14_4nj|Bu fırsatın kaymasına izin veremeyiz! (5000 pening)
menu_event_15_juicio|Eşlikçilerinle ziyafetteyken bir haberci önüne geliyor. “{reg59?Beyim:Hanımım}, {s4}'{.te} görüşünüze ihtiyaç duyan bir mesele var.” Özür dileyerek dışarı çıkıyorsun.^^Tartışmaya gömülmüş bir kalabalık toplanmış ama seni görünce susuyorlar. Bir ihtiyar eğilerek selam veriyor ve konuşmak için izin istiyor, veriyorsun. Şöyle diyor: {reg59?Beyim:Hanımım}, bilgeliğinize ihtiyacımız var. Bu çocuğun annesi olduklarını iddia eden iki kadın var ve ikisi de vaz geçmiyor.”^İki kadın önüne getiriliyor. Biri iyi giyinmiş, diğeri paçavralar içinde.
mno_choice_15_1nj|Çocuğu zavallı kadına ver.
mno_choice_15_2nj|Çocuğu zavallı kadına ver.
mno_choice_15_3nj|Çocuğu ikiye bölmek ve her yarısını kadınlardan birine vermek için emir verin.
menu_child_half_one|O anda paçavralar içindeki kadın çığlık atıyor ve “Hayır, lütfen {reg59?Beyim:Hanımım}, diğer kadın çocuğu alsın o zaman.”^^ Yanındaki ihtiyar bağırıyor, “O zaman gerçek anne sensin ve bu senin çocuğun!^^Diğer kadın huzursuz görünüyor, “Ben bu çocuğa sürekli yoksulluk çekeceği bir hayattan daha iyisini sunabilirim”.
mno_choice_half1pj|Çocuğu fakir kadına verin ve zengin kadını yalan söylediği için cezalandırın.
mno_choice_half2pj|Çocuğu yoksul kadına verin ve zengin kadını kalabalığın önüne atın.
mno_choice_half3pj|Çocuğu zengin kadına ver.
mno_choice_half4pj|Çocuğu zengin kadına ver ve zavallı kadını da adamlarına ver.
menu_event_16_juicio|Kire bulanmış ve güneşten yanmış danışmanın, hasatı kontrol ettikten sonra geliyor. “Beyim, bu yıl hasat kötü. Eğer vergileri azaltmazsanız kışın açlık olacak.”
mno_choice_16_1nj|Daha az vergi daha az asker demektir. Kesilmiş bir boğaz yerine boş bir bağırsak daha iyidir.
mno_choice_16_2nj|Eh, onları kendi cebimden telafi edeceğim (1000 pening).
menu_event_17_juicio|Yakın bir köyden bir çiftçi bir istekle geliyor. Nefes almadan silahlı adamların çiftliğini bastıklarını, kadınları, sığırları ve tahılları kaçırdıklarını anlatıyor. Her yeri kana batmış ve yanık hasır kokuyor.
mno_choice_17_1nj|Bölgeyi korumak için bekçi kiralayın (800 pening).
mno_choice_17_2nj|Burada yapılacak bir şey yok. Uzaklaş, Mongrel!
mno_choice_17_3nj|Savaş olacak. Bu parayı al ve köyünü yeniden inşa et.
menu_event_18_juicio|Efendine yeminle bağlı birçok adamın ihtiyaç giderirken acı çekmesi üzerine, şen bir dul cadılıkla suçlanıyor. Efendin da onları destekliyor. Aynı dertten muzdarip olduğunu düşünüyorsun ama açıkça söylemeyecek kadar akıllı.
mno_choice_18_1nj|Mutlu dulu kov, onu başka bir yere sürgün et.
mno_choice_18_2nj|Hıristiyanlığın yayılmasına karşı koymak için cadıya ödeme yapın.
mno_choice_18_3nj|Bir tane olduğu yerde, çok var! Büyücülük için bildirilen herkesi öldür.
menu_event_19_juicio|Bir misyoner gelerek tanrı kelamını yaydıkları bir köyde olanları anlatıyor. İzleyicileriyle beraber paganlar için önemli eski bir ağacı kesmek istediklerinde ahalinin çoğu silahlanarak onları dışarı atmışlar.
mno_choice_19_1nj|Bu misyoner haklı: bu sapkın ağacı kes.
mno_choice_19_2nj|Bu misyoner yanlış. Onun ve takipçilerinin tanrılar için yanmasını sağlayın.
mno_choice_19_3nj|Bu misyoner yanlış. Bu Hıristiyanların bu köyü barış içinde terk etmelerini sağlayın.
menu_event_20_juicio|Yakınlardaki bir köyden bir kadın gelerek geçenlerde ölen adamlarından birisinin kocası olduğunu iddia ediyor. Cenazeyle ilgilenebilmek için yardım talep ediyor.
mno_choice_20_1nj|Ona para yardımı yap ve bir rahip gönder.
mno_choice_20_2nj|Hiçbir şey yapma. This isn't my problem.
mno_choice_20_3nj|Ne yazık ki, bunun için param yok.
menu_event_21_juicio|En önemli yerel şef gelerek bir talepte bulunuyor. “{reg59?Beyim:Hanımım}, sizin hizmetinizdeyken acı çekenlere yardım etmeniz büyük merhametinizi ve itibarınızı göstermez mi? Sokaklarda üç beş kuruş dilenen düzinelerce sakat, topal ve yaşlı eski savaşçı ve babalarını, kocalarını savaşlarınız sırasında yitirmiş aile var. Sadık destekleyicilerinizi ödüllendirmek ve korumak istiyoruz, yoksa ileride erkekler kalkan duvarınıza katılmak için tereddüt gösterebilirler.
mno_choice_21_1nj|Adamlarımın kendi servetini aileleri için saklamaması benim suçum değil.
mno_choice_21_2nj|Gazilerimizi ve ailelerini desteklemeliyiz (800 pening).
mno_choice_21_3nj|Kasamı aç. Tüm ailelere destek verilecektir (2000 pening).
mno_choice_21_4nj|Bu beklenmedik masraf için param yok.
menu_event_22_juicio|Görünüşte son derece açık bir vaka önüne getiriliyor. Dün, suçlanan adam mağdurun evine girmiş ve önemli miktarda mal çalmış. Onu gören çok sayıda insan var ve çalınan eşyalar adamın evinde bulunmuş. Ancak mağdur daha önceki lordun etkili bir destekçisi, ona danışman olarak hizmet etmiş ve şaibeli bağlılıkları olduğu biliniyor. Zanlı ise senin en güçlü destekçilerinden birisi ve davana çok miktarda para yardımı yaptı.
mno_choice_22_1nj|Kanıtları görmezden gelince, erkeğin lehine karar verirsin.
mno_choice_22_2nj|Kanıtlar açık ve sanık suçlu bulundu.
mno_choice_22_3nj|Her iki taraf da yanlış. Onları sürgün edip tüm malzemelere el koyuyorsun.
menu_event_juicio_end|Görünüşte son derece açık bir vaka önüne getiriliyor. Dün, suçlanan adam mağdurun evine girmiş ve önemli miktarda mal çalmış. Onu gören çok sayıda insan var ve çalınan eşyalar adamın evinde bulunmuş. Ancak mağdur daha önceki lordun etkili bir destekçisi, ona danışman olarak hizmet etmiş ve şaibeli bağlılıkları olduğu biliniyor. Zanlı ise senin en güçlü destekçilerinden birisi ve davana çok miktarda para yardımı yaptı.
mno_choice_end_1nj|Kanıtları görmezden gelirsen, adamın lehine karar verirsin.
mno_choice_end_2nj|Kanıtlar açık ve sanık suçlu bulundu!
mno_choice_end_3nj|Her iki tarafın da yanlış olduğunu iddia ediyorsun. Onları sürgün edip tüm malzemelere el koyuyorsun.
menu_riots_01|{s4} ile ilişkin çok kötü. Sokaklarında dolaşırken insanlar sana nefret dolu bakışlar fırlatıyorlar ve arkandan hareketler yapıyorlar. Bir köşeyi dönüyorsun, artık güvendesin – çok sayıda insan ortalığa çıkana kadar. Sıradan insanlar yönetiminden bıkmış durumdalar ve sana hakaret etmeye başlıyorlar. Sonunda birisi  bıçak çekerek sana saldırmaya cesaret ediyor.
mno_deffend_yr|Kendini savun.
menu_riots_02|Sokaklarda dolaşan bir grup savaşçın, sana hakaretler savuran ve sorunları için adamlarını suçlayan bir kalabalık tarafından saldırıya uğradılar ve öldürüldüler. {s4} ile ilişkilerini en kısa zamanda düzeltmelisin.
mno_deffend_01ri|Adamlarına, failleri öldürmelerini ve eşyalarını ele geçirmelerini emret.
mno_deffend_02ri|Korku ile hükmetmeyeceğim. Başka yollarla ilişkileri geliştirmek zorundayım.
mno_deffend_03ri|Tüm şehrin nüfusunu yok et ve onu daha sadık insanlarla doldur.
menu_random_normal_events|Olaylar
menu_random_normal_events2|Olaylar
menu_event_01_normal|Dörtnala bir atın gürültüsü soğuk sabahı dolduruyor, dışarı fırladığında bir gözcünün attan indiğini görüyorsun. Gözcü yabancı bir dil konuşan adamlar taşıyan garip bir geminin yakındaki sahilde karaya oturduğunu söylüyor. Ne yapacaksın?
mno_choice_01_1nor|Değerli eşyalarını aramak için adamlarını gönder. Hayatta kalanlar varsa, onları öldürün.
mno_choice_01_2nor|Adamları soruşturmaya gönder. Hayatta kalanlar varsa, onları işe alın.
mno_choice_01_3nor|Hiçbir şey yapma.
menu_event_02_normal|{s4}
mno_choice_11_msgnor|Devam.
menu_event_03_normal|Bir ozanın kahramanlıklarınla ilgili bir şarkı bestelediğini öğreniyorsun.
mno_choice_03_1nor|Harika haber!
mno_choice_03_2nor|Onları 300 pening ile ödüllendirin. Bu şarkı arazi boyunca çalınsın.
menu_event_04_normal|Başarılarının öyküsü bütün ülkede yayılıyor. Her gittiğin yerde kortejin dilenciler tarafından kuşatılıyor.
mno_choice_04_1no|Sadaka için 200 pening ayır. 
mno_choice_04_2no|Onları görmezden gel.
mno_choice_04_3no|Dilenciler mi? Köpekleri salın!
menu_event_05_normal|Genç bir soylu annen üzerine dedikodular yayıyor. Dünyanın en eski mesleğini icra ettiği suçlaması bunlar arasında.
mno_choice_05_1no|Onu düelloya davet ediyorum!
mno_choice_05_2no|Sadece bir konuşma olacak.
menu_event_06_normal|Askerlerinden birisinin karısı ile karşılaşıyorsun. Kocasını sözleşmesinden azat etmen için sana yalvarıyor. Bu yıl hasat kötüydü ve kazandıkları aileyi beslemeye yetmiyor. Eğer geri gelip tarlada çalışırsa, hayatta kalabilirler.
mno_choice_06_1no|Olamaz! Al, 200 pening.
mno_choice_06_2no|Kocasını görevlerinden salıveriyorsun.
menu_event_07_normal|Yerel bir istemezükçü hakkında sahte dedikodular yayıyor. Anlattıklarının çoğu saçma sapan olsalar da er ya da geç insanlar bunlara inanacaklar.
mno_choice_07_1no|Ne söylemek istiyorsa söylemesine izin ver. Her erkeğin buna hakkı vardır.
mno_choice_07_2no|Durmasını söyle. 100 pening işe yarayabilir.
mno_choice_07_3no|Onu ebediyen sustur.
menu_event_08_normal|Ormanda seyahat ederken aniden bir tuzağa yakalanmış yabani bir tavşan görüyorsun. Ne yapacaksın?
mno_choice_08_1nor|Hayvanı serbest bırak.
mno_choice_08_2nor|Tuzağa düşür ve hayvanı öldür!
mno_choice_08_3nor|Hayvanı geç ve görmezden gel.
menu_event_09_normal|Eski savaşçılardan bir grubun şöhretini duyarak sana katılmak istediklerini haber alıyorsun. Ancak normalde bu tür askerlere verdiğinden daha fazla para istiyorlar.
mno_choice_9_1nor|Hoş geldiniz.
mno_choice_9_2nor|Daha fazla askere ihtiyacım yok.
mno_choice_9_3nor|Öldür onları. Şüphesiz onlar, güzel bir ganimet vereceklerdir.
menu_event_10_normal|Bir miktar kadının kampı takip etmek istediklerini haber alıyorsun.
mno_choice_10_1nor|Hoş geldiniz.
mno_choice_10_2nor|Beslemek için daha fazla ağza ihtiyacım yok.
menu_event_11_normal|Bir grup sokak müzisyeninin, ordu müzisyeni ve sancaktar olarak sana katılmak istediklerini haber alıyorsun.
mno_choice_11_1no|Bir şey değil.
mno_choice_11_2no|Daha fazla birliğe ihtiyacım yok.
menu_event_12_normal|Grubunun üzerinde daireler çizen bir turna görüyorsun. 
mno_choice_12_1nor|Adamlarınıza vincin zaferi sembolize ettiğini söyleyin!
mno_choice_12_2nor|Boşver.
mno_choice_12_3nor|Vinçler kötü bir serveti simgeliyor, ama adamlarına inanıyorsun!
menu_event_13_normal|Bir çiftçi arkasında ağlayan bir genç kız olduğu halde yolda karşında duruyor. Parmağını suçlar gibi adamlarından birine yöneltmiş, adamın kızına tecavüz ettiğini ve cezalandırılması gerektiğini söylüyor. 
mno_choice_13_1nor|Adamı işaretle ve birliğinden çıkar.
mno_choice_13_3nor|Burası zor bir dünya ve bir adam elinden geleni yapmalıdır.
menu_event_14_normal|Saatler sonra, ordun bir köy yakınlarında dinlenirken rahibin karısı kocası olmadan (yalnız başına) seni görmeye geliyor.
mno_choice_14_1nor|Katıldın.
mno_choice_14_3nor|Reddettin.
menu_event_15_normal|Şanın ve popülerliğin genç Norsemenleri davana çekiyor.
mno_choice_15_1nor|Onları kabul et.
mno_choice_15_2nor|Daha fazla adama ihtiyacım yok.
menu_event_16_normal|Yolda fakir bir adama rastlıyorsun. Yorgun görünüyor. Adamlarından birini bu ıssız yerde ne aradığını sorması için gönderiyorsun. Soyulduğunu ve biraz para bulamazsa yakında açlıktan öleceğini söylüyor. Bir zamanlar orduda görev almış ve sadık bir savaşçı olabilir.
mno_choice_16_1nor|Hayat adil değil. Ona hiçbir şey vermeyin.
mno_choice_16_2nor|Ona bir gün yemek için yeterli para ver (10 pening).
mno_choice_16_4nor|Ona birkaç gün için para verin (200 pening).
mno_choice_16_5nor|Ona ödeme yapın ve ordunuza katılmasını önerin.
menu_event_17_normal|Bir grup haydut kampına yaklaşıyor. Adamların silahlarına sarılırken haydutlar silahlarını yere bırakıp savaşmak niyetinde olmadıklarını söylüyorlar. Liderleri öne çıkıp sana katılmak istediklerini söylüyor.
mno_choice_17_1nor|Tabii ki! Partim her zaman kana susamış erkekleri ağırlıyor!
mno_choice_17_2nor|Üzgünüm. Sizin türünüz için yerimiz yok!
mno_choice_17_3nor|Bir köyü yağmalayarak kendinizin layık olduğunuzu kanıtlayın!
mno_choice_17_4nor|Hepsini öldürün!
menu_event_18_normal|Eski unutulmuş bir savaş lordunun mezarına rastlıyorsun.
mno_choice_18_1nor|Yağma için tüfekle!
mno_choice_18_2nor|Mekandan ayrıl.
mno_choice_18_3nor|Mezara doğru eğilin ve saygınızı gösterin.
menu_event_19_normal|Yakın köylerden birine ait korumasız bir sığır sürüsüne rastlıyorsun.
mno_choice_19_1nor|Hayvanları köye iade et ve ödül alma.
mno_choice_19_2nor|Hayvanları iade edip bir ödül talep edeceğim.
mno_choice_19_3nor|Akşam yemeği! Toplanın ve hayvanları kesin.
menu_event_20_normal|Şöhretiniz ve popülariteniz davanıza iki vahşi çekti.
mno_choice_20_1nor|Onları kabul et.
mno_choice_20_2nor|Daha fazla adama ihtiyacım yok.
menu_event_21_normal|Şöhretiniz ve popülariteniz davanıza iki ulfhednar çekti.
mno_choice_21_1nor|Onları kabul et.
mno_choice_21_2nor|Daha fazla adama ihtiyacım yok.
menu_event_22_normal|Bir mola sırasında, bazılarınız sarhoş, son bal likörü içeceği için savaşmaya başlar. Her ikisi de silahlarını çekiyor ve öldürmeye hazır görünüyor.
mno_choice_22_1nor|Diğer adamların eğlencesi için savaşmalarına izin ver.
mno_choice_22_2nor|Kampanya sırasında içmeyi yasaklıyorsun. Her iki sarhoşu da ölümle cezalandırın.
mno_choice_22_3nor|Dövüşü durdurun ve erkekleri kirpiklerle cezalandırın.
menu_event_23_normal|Seyahat ederken, uzun cüppeli bir adam orduna yaklaşır. Ona bir izleyici kitlesine ulaştığında, sana Kral Arthur'un efsanevi kılıcı olan Caledfwlch'i 8000 pening karşılığında satabileceğini söylüyor.
mno_choice_23_1nor|Kılıcı satın al.
mno_choice_23_2nor|Kılıca ödeyecek paran yok.
mno_choice_23_3nor|İlgilenmiyorum.
menu_event_24_normal|Seyahat ederken, bir çiftliğe rastlıyorsun. Geleneksel misafirperverliği göstermek yerine, çiftçi bütün girişleri yasaklar ve kapısına silahlı olan kölelerini yerleştirir. Yine de, adamlarına denk olmadığını biliyorsun.
mno_choice_24_1nor|Ceza olarak çiftliğe saldır ve yak.
mno_choice_24_2nor|İlerle. Durmaya değmez.
menu_event_25_normal|İki adam orduyu durdurdu. Seni 500 savaşçıyla çevirdiğini, 2000 pening ödemezsen saldırmaya hazır olduklarını söylüyorlar.
mno_choice_25_1nor|Onlara ödeme yap.
mno_choice_25_2nor|Saldır!
mno_choice_25_3nor|Yoluna devam et.
menu_event_26_normal|Gözetleyenlerden biri sırtında bir çantayla çıkıyor. Şüpheli görünmek istemezsiniz, ama savaşmaya hazır bir asker asla böyle bir çanta taşımaz. Kulağa çok ağır paralar varmış gibi geliyor. Kararın:
mno_choice_26_1nor|Çantaya el koy ve askeri cezalandır.
mno_choice_26_2nor|Onu korumaya izin ver. Hayatını senin için tehlikeye atıyor, o yüzden hak ediyor.
mno_choice_26_3nor|Tüm orduyla erzakları paylaşmaya zorlayın.
menu_event_27_normal|Askerleriniz yaşlı bir adamla geliyor. Uzun bir sohbetten sonra, grubunun ordunuza katılmasını ve köylerini terk etmesini istiyor. Onları kabul etmek, lordlarınızla ilgili sorunlara neden olabilir. Kararın:
mno_choice_27_1nor|Yerel isyanlara karışma.
mno_choice_27_2nor|Ona yardım etmeyip cesedini köye gönder.
mno_choice_27_3nor|Fazladan adam kullanabilirsin.
menu_event_28_normal|While you camp, a delegation of people from nearby approach. They say they have had a bad harvest and ask you for money to feed their children.
mno_choice_28_1nor|Onlara 4000 pening verin.
mno_choice_28_2nor|Onlara 1000 pening verin.
mno_choice_28_3nor|Paylaşmak için yeterli paran olmadığını söyle.
mno_choice_28_4nor|Onları görmezden gel.
menu_event_29_normal|Kamp yaparken, yakınlardaki bir grup insan delegasyonu. Lordları ile ilgili bir problemleri varmış ve tavsiyelerini istiyorlar. Görünüşe göre, Vikingler bölgeyi yağmaladılar, o yüzden şimdi fakirler ama yine de lordlarına vergi ödemek zorundalar. Efendileri onları Vikinglere karşı korumadığı için, efendileri onlara saldırırsa ödeme yapıp ödemeyecekleri için hazırlık yapıp yapmamalarını veya ailelerinin açlıktan ölmelerini isteyip istemediklerini soruyorlar.
mno_choice_29_1nor|Vergilerini ödemedikleri ve yiyecek aldıkları için onlara 8000 para cezası verin.
mno_choice_29_2nor|Onlara vergilerini ödemek için 4000 pening verin.
mno_choice_29_3nor|Onlara ödeme yapmak yerine savaşmaları gerektiğini söyle.
mno_choice_29_4nor|Ödemeliler, çünkü efendileri açlıktan daha fazla öldürür.
mno_choice_29_5nor|Onları görmezden gel.
menu_event_30_normal|Yol boyunca hasta bir kadın bulursun. Derisinin sarı tonu var ve sürekli öksürüyor. Yakındaki bir köyden geliyor, ama kimse hastalığını nasıl tedavi edeceğini bilemediğinden, bir yolcunun bir tedavi olup olmadığını öğrenmek için onu yol kenarına gönderdiler.
mno_choice_30_1nor|İyi bir hekimi işe almak için 1000 pening ver.
mno_choice_30_2nor|En iyi doktor olarak, {reg3?you order:{s3} diğerlerine} bir kan alma emri verin.
mno_choice_30_3nor|Onu görmezden gel. Hastalığı bulaşıcı olabilir.
menu_season_change|{s1}
menu_troop_camp|Şimdilik bu yerde bırakmak istediğin birlikler için ufak bir kamp kuruluyor.
mno_station_troops|Birliğine göz at.
menu_player_trait|Artık tecrübeli bir savaşçı ve savaş lordusun. Şu anda belli ki kişisel özelliğin  '{s3}'. Geliştirdiğin yeteneğini savaş meydanında kullanabilirsin.^^(Bunun için *T* tuşuna bas.) 
menu_start_beda_final|FİNAL 
menu_ship_capture|Düşmanlarından birine ait bir gemiyi ele geçiriyorsun. Bu bir {s2}. Ama savaş nedeniyle '{s1}' kötü durumda. Bu gemiyi filona katmak istiyor musun?
mno_capture|Gemiyi filona ekle.
menu_sandboxmode_ok|Sandbox moduna girmek istiyor musun?
mno_continuesdb|Evet.
menu_start_sea_travel|Denizde seyahat etmeye başlıyorsun
menu_mutiny_start|Bazı birliklerinin morali düşük. Ayaklanma başlatıyorlar.
menu_mutiny_end|Ayaklanmadan sonra ortalık duruluyor.
menu_work_start|Kısa süre sonra, eklemlerin monoton işin yüzünden ağrımaya başlıyor fakat tüm gün çalışman üzere anlaştığınızdan, devam ediyorsun.
menu_work_end|Ardına dönüp baktığında gördüğün şey bir günün emeği. Fakat elinde sıkıştırılan paraya baktığında gördüğün şey ise bu emeğin karşılığının hakettiğinin aksine çok daha az olduğu.
