qstr_Breaking_camp...|Yeni kamp...
qstr_{s9}_wants_you_to_me|{s9} senden Snotingaham yakınlarında Batı Seaxelı {s11} ile buluşup ona ateşkes mektubunu vermeni istiyor.
qstr___You_perceive_that_|--Haberlerinin onu derinden etkilediğini anlıyorsun. --
qstr_I_guess_you_ve_weigh|Sanırım kararını vermeden önce tüm seçenekleri ölçüp biçtin. (Sakin)
qstr_So_all_is_not_lost!_|Bu yüzden her şey kaybedilmedi! (Hüzünlü)
qstr_Retreat_is_dishonora|Kaçmak onursuzdur. Ben bu orduyu geri çekersem zafere götürebilir miyim?  (Fevri)
qstr_Come_come._Retreat?_|Gel, gel. Kaçıyor musun? Korkak mısın? (İyimser)
qstr_We_must_be_realistic|Gerçekçi olmalısın. Diğer türlü elimizdeki her şeyi kaybedebiliriz.
qstr_You_need_not_be_so_d|Bu kadar dramatik olmana gerek yok. Hiçbir şey kaybedilmiş değil! Sadece en mantıklı stratejiyi kuruyorum. 
qstr_Well_I_happen_to_lik|Pekala, mert insanları hep sevmişimdir. Dikkatlice dinle çünkü bu senin ilgini çekecek. 
qstr_No_I_d_rather_be_a_c|Hayır, ölmüş biri olmaktansa zeki olmyı tercih ederim. Sözlerine dikkat et! Ragnar'ın oğullarından biriyle konuştuğunu unutma. Eğer Northhymbre'ya ailemize hakaret ettiğinin hesabını veremezsen şansın kalır mı sence? 
qstr_{s9}_wants_you_hunt_|{s9} senden {s3} yakınlarındaki Batı Seaxe birliğini avlayıp dağıtmanı istiyor.
qstr_{s9}_wants_you_deliv|{s9} senden {s3}'{.deki} kardeşine Danimarka'dan bir güç gelmeyeceğini, ateşkes için Saksonlarla Bjorn'da buluşacağını ve Müerce'den geri çekileceğini bildirmek için bir mektup ulaştırmanı istiyor.
qstr___You_perceive_your_|--Haberlerinin onu derinden etkilediğini anlıyorsun. Cevap vermeden önce bir boğa gibi soluyor.--
qstr___He_looks_into_your_|--Dikkatle gözlerine bakıyor, sonra mektubu sonuna kadar yüksek sesle okuması için bir hizmetçi çağırıyor. Sonra Rathbarth sana bakıp gülümsüyor.--
qstr___He_bites_his_lower|--Alt dudağını birkaç saniye ısırarak düşünüyor.--
qstr_Note_1:_You_gave_the|Not 1: Mektubu Ragnar'ın oğullarına verdin. {s9} sana teşekkür etti ve artık ona yardım ediyorsun.
qstr___He_rests_a_hand_on|--Tek elini omuzunda tutuyor.--
qstr___He_laughs_loudly._|--Yüksek sesle gülüyor.--
qstr_{s9}_wants_you_find_|{s9} senden {s4}{.nin} {s3}{.i} ile buluşup konuşmanı ve ona bağlılık yemini etmeni istiyor. 
qstr_As_he_rejoins_his_br|Bodo'nun mektubu için ne yapacaklarına karar vermek için kardeşlerine tekrar katıldığından {s11} senden Alban krallığına gidip {s3}{.i} kuşatmanı ve Piktleri zayıflatman için otuz gün tutmanı ve  Northhymbre'de Danimarkalıların arkalarını kollamanı istiyor.
qstr___He_takes_a_deep_bre|--Derin bir nefes alıyor.--
qstr___He_smiles_pleased.|--Memnun bir şekilde gülümsüyor.--
qstr_The_time_to_meet_wit|Asturias krallığından gelen birlikler ile tanışma vakti geldi. Bodo'nun mektubu onların {s3} ve {s11}'de demirleyeceklerini ve senin oraya gidip onlarla tanışmanı yazıyor. Silo adında bir hain var. Asturialı birliklerden fayda sağlamak için onu kullan ve onları Ragnar'ın oğlunun tarafına getir. Eğer ikna etmeyi başaramazsan {s11} onları yıkılmış halde istiyor.^^Englaland'dan ayrılmadan önce, {s11} adam topladığı ve Douar-an-Enez'de gemileri sana yardıma hazır olduğundan {s3}'e gidip limanın kaptanıyla konuşmalısın. 
qstr_The_king_wants_no_le|Kral mektup istemiyor. Kardeşiyle konuşmak için gönderildiniz, {s11}.
qstr___He_takes_the_letter_|--Mektubu senin elinden alıyor ve parmaklarının mürekkepe bulanmış olduğunu görüyorsun. Aelfred tüm içeriği sindirerek mektubu yavaşça okuyor. Okuması bitince hiçbir şey söylemeden Bodo'yu çağırıyor ve birkaç metre uzaklaşarak orada uzun süre konuşuyorlar. --
qstr_Note_1:_You_gave_the_|Not 1: Mektubu Batı Seaxe'e verdin. {s9} sana teşekkür etti ve şimdi ona yardım ediyorsun.
qstr___For_a_moment_he_sh|--Bir dakikalığına şaşırıyor.--
qstr___He_studies_you_slo|--Bir atı teftiş edermiş gibi sana dikkatlice bakıyor.--
qstr_{s9}_wants_you_to_fi|{s9} senden {s4}{.nin} {s3}{.i} ile buluşup konuşmanı ve ona bağlılık yemini etmeni istiyor. 
qstr_{s11}_has_asked_you_|{s11} senden Galli diyarına gitmeni istedi. {s3} 'ü fethetmek ve yirmi gün saklamak zorundasınız.
qstr_The_time_to_meet_with|Asturias krallığından gelen birlikler ile tanışma vakti geldi. Bodo'nun mektubu onların {s3} ve {s11}'de demirleyeceklerini ve senin oraya gidip onlarla tanışmanı yazıyor. Silo adında bir hain var. Astruialılarla ilişkilerini bozmadan, onu açığa çıkarmalı ve diplomatik olarak yıkmalısın. ^^{s11} adam topladı ve gemileri sana yardım etmek için Douar-an-Enez'de. {s3}'e gitmeli ve limandaki yaşlı kaptanla konuşmalısın.
qstr___He_snaps_his_finge|--Parmaklarını şıklatır.--
qstr_You_must_enter_the_s|Savaş için hazır {s11} alanına girmelisin.
qstr___He_looks_at_you_co|--Sana küçümseyerek bakıyor.--
qstr___He_scratches_his_c|--Düşünceli bir şekilde çenesini kaşıyor. Yirmili yaşlarında zayıf genç bir adam fakat şimdiden saygı görüyor.--
qstr_{s13}_asked_you_to_ga|{s13} senden {reg3} baş sığır toplayıp kendisine getirmeni istedi.
qstr_{s13}_asked_you_to_gat|{s13} senden {reg3} baş sığır toplayıp Aescesdun'a teslim etmeni ve sonra kendisine dönmeni istedi.
qstr___He_puts_his_hand_on_|--Elini senin omzuna koyup gözlerinin içine bakıyor.--
qstr_You_ve_joined_your_a|Ordunu {s11}{.e} ekledin ve büyük Danimarka ordusunun gelmesini bekliyorsun. Batı Seaxe'in kaderi kısa sürede belli olacak gibi görünüyor.
qstr___He_pats_your_back.|--Sırtına vuruyor.--
qstr_You_must_enter_the_se|Savaşa hazırlanmak için {s11} alanına girmelisin.
qstr___Halfdan_laughs_lou|--Halfdan yüksek sesle güler.--
qstr___He_confidently_tou|--Kendinden emin senin saçlarını karıştırıyor.--
qstr_{s13}_asked_you_to_gath|{s13} senden {reg3} baş sığır toplayıp Readingum'a teslim etmeni ve sonra kendisine dönmeni istedi.
qstr___He_hugs_you_tightl|--Seni bir ayı misali sıkıca kucaklıyor.--
qstr_You_ve_joined_your_ar|Ordunu {s11}{.e} ekledin ve Aescesdun'da Saksonlarla ilerlemeye hazırsın. Batı Seaxe'in kaderi kısa sürede belli olacak gibi görünüyor. 
qstr_{s9}_told_you_that_S|{s9} sana Boğa Boyunlu Sven'in yönetimini devraldığı Readingum'a gittiğini söyledi. Woden Ric'te başladığınız şimdi sonlandırma zamanı. Boğa Boyunlu Sven tekrar kaçamayacak. Readingum'a git.
qstr_You_already_have_my_|Bunu yapmak için zaten iznim var. Lütfen beni aynı konuda rahatsız etmeyin.
qstr_You_are_an_enemy_of_|Krallığımın bir düşmanısın. 
qstr_You_must_earn_my_tru|Topraklarımdan adam toplamak istiyorsan güvenimi kazanmalısın. Şu an ilişkimiz iyi değil.
qstr_I_don_t_know_if_I_tr|Topraklarımdan adam alıp savaşa sokman konusunda sana güvenmeli miyim bilmiyorum. Önce kendini kanıtla sonra tekrar gel ve sor.^^(150 ya da daha fazla nam)
qstr_No._I_do_not_know_wh|Hayır. Kim olduğunu bilmiyorum. Bneim toprağımdan adam toplamak istiyorsan güvenimi kazanmalısın. ^^(150 ve daha fazla nam ya da 15 ve üzeri olumlu ilişki gerekli)
qstr_Well_I_ve_come_to_kn|Tamam, seni tanımak için geldim ve buna izin vermen beni mutlu eder. Bu nedenle eğer bir adam sana katılmak isterse başka bir beye bağlılığı yoksa bunu yapmakta özgür olacak.
qstr_you|Sen
qstr_You_are_challenging_|Bana düelloda meydan mı okuyorsun? Ne komik! Nasıl istersen {playername}, kafanı içine geçirmek güzel bir spor olacak.
qstr_{s16}_and_{s17}|{s16} ve {s17}
qstr_Very_well_I_will_acc|Çok iyi, bir kez daha yemin etmeye hazırsan seni erlerim arasına geri kabul ederim.
qstr_A_pardon_will_only_b|Özür ancak {s17}{.i} bana teslim etmek istiyorsan mümkündür. Koşullarımı kabul ediyor musun? 
qstr_No._There_is_no_chan|Hayır. Aramızda barış ihtimali yok, ilgilenmiyorum.
qstr_I_may_be_able_to_hel|Böyle hassas bir konuda size yardımım dokunabilir. {reg7} peninginiz var mı?
qstr_I_have_heard_of_your|Konularımın kötü muamelesini duydum, {playername}. Eminim insanlar hala onlara ne yaptığını hatırlarlar...^ ^ Ama hepsi geçmişte kaldı, bu yüzden bana parayı ver. {reg7} pening'i. Duydun mu?qstr_{playername}_your_tr|{playername}, geçmişte halkıma gaddarca davrandın ama savaş halindeydik. Şu an sana bu konuda yardım etmek istiyorum. Bana {reg7} pening dolu bir kese ver, ben de işini halledeyim.
qstr_{playername}_we_all_|{playername}, hepimiz yanlışlar yaparız. Halkıma zamanında kötü davranmış olabilirsin ama neyse ki kin tutan bir adam değilimdir. İnsanların senin doğru hükümdar olduğuna dair inancını sağlamlaştıracağım. {reg7} pening ver, işini halledeyim.
qstr_Rumor_has_it_that_{s|Söylentiye göre, {s35} sadece parayı aldı ve insanlarla konuşmayı bile zorlamadı.
qstr_Rumor_has_it_that_{s3|Söylentiye göre {s35} parayı kendine saklamış.
qstr_{s34}|{s34}
qstr_Your_efforts_to_brib|Yerli halka rüşvet girişimin başarısızlıkla sonuçlandı.
qstr_Our_marshal_{s1}|Mareşalimiz, {s1}
qstr_We_are_not_at_war_wi|Kimseyle savaşta değiliz.
qstr_go_on_the_offensive_|Saldırıya şimdi devam et.
qstr_act_to_defend_our_la|topraklarımızı savunmak için harekete geç.
qstr_take_more_time_to_ga|orduyu toplamak için biraz daha zaman al.
qstr_You_promised_to_help|{s13}{.nin} {s14} tahtını almasına yardım edeceğine söz verdin.
qstr_What_do_you_say_to_e|Bir paralı asker kaptanı olarak {s9} hizmetine girmek için neler söylersin? Bu görevi yerine getireceğine şüphem yok.
qstr_{s8}_asked_you_to_tr|{s8} asked you to track down a group of masterless men who looted his village, {s9}.
qstr_{s9}_asked_you_to_ta|{s9} senden {s13}{.e} bir mesaj götürmeni istiyor. Sen bu görevi aldığında {s13}{.nin} {s4}{.de} olacağı sanılıyor.
qstr_{s9}_asked_you_to_tak|{s9} senden {s15}{.nin} {s13}{.e} bir mesaj götürmeni istiyor. Sen bu görevi aldığında {s13}{.nin} {s4}{.de} olacağı sanılıyor.
qstr_{s11}_asked_you_to_e|{s11} senden onun {s17} {s13}{.e} {s14}{.e} kadar eşlik etmeni istiyor.
qstr_{s11}_asked_you_to_r|{s11} senden kılık değiştirip onun {s17}, {s13} {s14} kurtarmanı ve esir almanı istedi. 
qstr_{s11}_asked_you_to_es|{s11} senden {s17} {s13}'{.e} {s14} yakınlarına kadar eşlik etmeni istedi.
qstr_{s13}_asked_you_to_d|{s13} senden {s15} köyünü yağmalayan haydutlarla ilgilenip kendisine bilgi vermeni istiyor.
qstr_{s9}_asked_you_to_ra|{s9} senden {reg1} {s14} eğitmeni ve onları kendisine götürmeni istiyoe.
qstr_{s9}_asked_you_to_co|{s9} senden {s3}{.den} vergi toplamanı istiyor. Ayrıca burada toplayacağın baranın beşte birini sana vermeyi teklif etti.
qstr_{s9}_asked_you_to_hu|{s9} senden {s4} adında birkaçağı yakalamanı istedi. Şu sıralar {s3}'de olabilir.
qstr_{s9}_asked_you_to_as|{s9} senden {s3}{.deki} bir yerel tüccarı öldürmeni istedi. 
qstr_{s9}_has_asked_you_t|{s9} senden {s13}{.de} bir casusla buluşmanı istedi.
qstr_{s11}_asked_you_to_f|{s11} senden {s12}{.den} ayrılacak bir casusu takip etmeni istedi. Yolda casusun seni görmemesi için dikkatli ol yoksa şüphelenip geri döner. Casus işbirlikçisi ile buluştuğunda onları yakala ve {s11}{.e} geri getir.
qstr_{s11}_asked_you_to_c|{s11} senden {s13}{.den} herhangi bir beyi esir almanı ve sonra kurbanını güvende olması için {s11}{.e} getirmeni istedi.
qstr_{s9}_asked_you_to_le|{s9} senden yoldaşın {s3}{.i} bir haftalığına kendisine ödünç vermeni istedi.
qstr_{s9}_asked_you_to_col|{s9} senden {s3}{.nin} kendisine olan {reg4} pening borcunu almanı istedi. Sana bu görev verildiği sırada {s3} {s4}{.deydi}. 
qstr_{s11}_gave_you_a_fak|{s11} sana {s13}{.nin} çalışanı {s16}{.i} sürgün etmesi için sahte bir mektup verdi. {s14} yakınına gidip mektubu {s15}{.lerinden} birine verip ulak olarak yollayacaksın. 
qstr_{s9}_has_requested_y|{s9} senden {reg1} {s3} esir olarak getirmeni istedi.
qstr_Lend_your_experience|Deneyimli cerrah {s3}{.i} {s1}{.e} gönder.
qstr_Oh_Dear!_We_have_bee|Aman Tanrım! Bize bir çocuk verildi!
qstr_Oh_Dear!_We_have_rec|Aman Tanrım! Bir kız aldık!
qstr_Oh_Dear!_Twins_are_b|Aman Tanrım! Bize ikizler bahşedildi.
qstr_Oh_dear_{playername}|Oh tatlım {playername}, çok yoruldum. (Sana gülümser). Sabırlı ol, çünkü çocuğu dokuz ay boyunca taşıyacağım.
qstr_I_m_thinking_of_a_na|Çocuğumuz bir isim düşünüyorum. Eğer bir oğlumuz olursa, adı {playername} olacak, ama eğer bir kızımız olursa, adı benimkiyle aynı olacaktır.
qstr_I_m_fine._I_will_not|I'm fine. I will not pay any attention to the banter of the servants. The child isn't the son of our swineherd.
qstr_Time_flies_away_from|Zaman savaş, korku ve seyahatle birlikte uçar gider... Dokuz ay içinde bir çocuğun olacak.
qstr_Then_take_it_with_my|O zaman sonsuz teşekkürlerimle kabul et. Soylu birisin. Bu zor anımda bana ettiğin yardımı hiç unutmayacağım.
qstr_Forgive_me_{playerna|Beni bağışlayın {playername}, ama bunu kabul etmeniz için ısrar edeceğim. Bara benim için çok bir şey ifade etmiyor ve size çok borçluyum. Lütfen bunu alın ve bu konuyu kapatalım. 
qstr_{playername}_what_a_|{playername}, ne kadar değerli bir {reg59?kadınsın:adamsın}, fakat bunu reddetmenize izin veremem. Söyleyeceğimden çok daha fazla borçlandım size ve eminim bu parayı siz benden daha iyi değerlendireceksiniz. 
qstr_I_know_you_re_at_war|Biliyorum, onun krallığıyla savaştasın, bu yüzden ona mesajımı vermekle ilgili bir sorunun olabilir, ya da belki cesaretin seni terk eder.
qstr_{s11}_asked_you_to_d|{s11} senden {s14}{.de} esir tutulan {s13}{.e} bir mesaj iletmeni istedi.
qstr_Oh_{playername}_my_h|Oh, {playername}, kocam devlet işleriyle ziyadesiyle meşgul halde. Benim için bir iyilik yapıp bana {reg25} parça {s17} getirirsen çok minnettar kalırım?
qstr_Oh_{playername}_coul|Oh, {playername}, benim için bir iyilik yapabilir misin? Geçen gün tüccarı gördüm, kapının önünde tuhafiye satışındaydı. Ama yazık ki istediğim gibi para harcayamıyorum....Bir nezakette bulunup bana {reg25} parça {s17} getirebilir misin?
qstr_{s11}_asked_you_to_b|{s11} senden kendisine {reg25} parça {s17} getimeni istedi.
qstr_Oh_{playername}_my_hu|Oh, {playername}, kocam devlet işleriyle o denli meşgul ki... Onun onurunda sürpriz bir parti düzenlemek istiyorum. Bir nezakette bulunup bana {reg25} şişe {s17} 2 parça peynir getirebilir misin?
qstr_Oh_{playername}_could|Oh, {playername}, benim için küçük bir iyilik yapabilir misin? Birkaç arkadaşım ziyaretime geliyor ve ben onlar onuruna bir parti vermek istiyorum. Fakat yazık ki para savuşturamam....Bir nezakette bulunup {reg25} şişe {s17} 2 parça peynir getirebilir misin?
qstr_{s11}_asked_you_to_br|{s11} senden kendisine {reg25} şişe {s17} ve 2 parça peynir getirmeni istedi.
qstr_{s11}_asked_you_to_re|{s11} senden onun {s17}, {s13}{.i} {s14}{.den} kurtarmanı istedi.
qstr_{s11}_asked_you_to_res|{s11} sizden {s17} den {s17}, {s13} adlı kişiyi kurtarmanızı istedi.
qstr_{s12}_asked_you_to_d|{s12} sizden {s14} 'da hapsedilen {s13}' a bir mesaj iletmenizi istedi.
qstr_You_agreed_to_challe|{s11}{.nin} şerefini savunmak için {s13} düellosunu kabul ediyorsun.
qstr_{s11}_asked_you_to_di|{s11}, {s33} 'de olduğuna inanılan' hayalet ' eski sevgilisini ortadan kaldırmanızı istedi.
qstr_{s5}__Persuasion_str|{s5} (İkna gücü: {reg5})
qstr_Persuasion_Attempt|İkna Çabası
qstr_I_think_your_dilemma|Sanırım ikileminiz {reg22} pening ile çözülebilir.
qstr_Thank_you_for_the_wa|Uyarın için teşekkürler. {reg22} pening bana her şeyi unutturacak.
qstr_Pay_{reg22}_peningas|Kabalığın ve diğer şeyler için {reg22} pening ödeyin...
qstr_{reg22}_peningas_is_|{reg22} pening sessizliğimin bedeli. Aksi takdirde...
qstr_I_understand_you_wer|I understand you were forced to do it, but I'm entitled to compensation, and I think {reg22} peningas will be acceptable. I would hate to tell on you, but I have no choice either.
qstr_Prepare_to_die_you_i|Ölmeye hazırlan, sen, küstah sahtekar!
qstr_Ah_a_duel._Well_if_y|Ah, bir düello. Eğer ısrar edersen {playername}, mecbur olurum.
qstr_Hmm_are_you_sure?_I_|Hmm, emin misin? İlişkimizi tamamen mahvetmek isteyeceğini sanmıyorum...
qstr_Hmm_isn_t_this_all_a|Hmm, bu biraz saçmalık değil mi? Belki sen ve ben bu sorunu daha ödüllendirici bir şekilde çözebiliriz...
qstr_I_always_knew_{playe|I always knew, {playername}, that you were of such poor moral fiber. Truly, only the lowest of the low would attempt to besmirch and blackmail someone so clearly superior to {reg59?him:her}. But, alas, however serious this accusation, it is hardly worth my time to answer.
qstr_{playername}_is_it_w|{playername}, buna değer mi? Böyle bir şey yapmamın yanlış olduğunu itiraf ettim. Başka ne istiyorsun?
qstr_I_can_pay_you_{reg22|Sorunlarınız için size {reg22} pening ödüyorum ve bir kuruş daha fazla vermiyorum!
qstr_Given_my_poor_financ|Zavallı mali durumum göz önüne alındığında, sorunlarınız için {reg 22} açılışlarının yeterli olacağını düşünüyorum.
qstr_I_only_have_mere_{re|Sadece sadece {reg22} pening var. Onları al ve beni rahat bırak.
qstr_I_have_no_money_to_p|Sana ödeme yapacak param yok.
qstr_Bless_you_{playernam|Bless you, {playername}. This is an honorable decision, and I will remember it.
qstr_This_is_not_only_an_|Bu sadece onurlu bir karar değil, politik olgunluğunuzun bir işareti, {playername}.
qstr_Well_thank_you_{play|Teşekkür ederim, {playername}. Nezaketini takdir ediyorum.
qstr_Maybe_I_was_wrong_ab|Belki senin hakkında yanılmışımdır, {playername}. Sadece zaman gösterecek.
qstr_Welcome_to_Maedelste|Yabancıların hoş karşılandığı -- özellikle gümüş getirmişlerse -- Maedelstede'e hoşgeldin.
qstr_My_mead_hall_is_the_|Benim salonum şehirdekilerin en büyüğüdür. Buraya hoş geldiniz.
qstr_Make_yourselves_comf|Keyfinize bakın. Size içecek ve kalacak yer vereceğim.
